,Links,Qiymetler,Valyuta,Yer,Məlumat,Paylaşılma vaxtı,Scrape Vaxtı,Təmirli?,Çıxarış?,Ipoteka?
1130,https://bina.az/items/3394500,133 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
54 m²
5/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1131,https://bina.az/items/3153237,90 000,AZN,28 May m.,"1 otaqlı
32 m²
5/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1132,https://bina.az/items/3341083,250 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
140 m²
15/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1133,https://bina.az/items/3395509,155 000,AZN,Nərimanov r.,"2 otaqlı
56 m²
10/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1134,https://bina.az/items/3413621,310 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
137 m²
16/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1135,https://bina.az/items/3408751,262 000,AZN,Nərimanov r.,"3 otaqlı
101 m²
11/14 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1136,https://bina.az/items/3370380,136 000,AZN,Gənclik m.,"2 otaqlı
57 m²
9/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1137,https://bina.az/items/3342185,290 450,AZN,Nəriman Nərimanov m.,"3 otaqlı
157 m²
8/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1138,https://bina.az/items/3413571,295 000,AZN,Gənclik m.,"5 otaqlı
235 m²
9/10 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1139,https://bina.az/items/3413536,235 000,AZN,28 May m.,"3 otaqlı
110 m²
13/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1140,https://bina.az/items/3271983,187 250,AZN,Nərimanov r.,"3 otaqlı
107 m²
10/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1141,https://bina.az/items/3413534,211 000,AZN,Nərimanov r.,"3 otaqlı
110 m²
12/14 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1142,https://bina.az/items/3413507,155 000,AZN,Gənclik m.,"2 otaqlı
55 m²
9/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1143,https://bina.az/items/3413495,149 900,AZN,Nərimanov r.,"2 otaqlı
56 m²
10/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1144,https://bina.az/items/3333422,225 000,AZN,Nərimanov r.,"3 otaqlı
117.5 m²
3/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1145,https://bina.az/items/3401532,610 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
210 m²
9/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1146,https://bina.az/items/3413482,520 000,AZN,Gənclik m.,"3 otaqlı
145 m²
12/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1147,https://bina.az/items/3413480,145 000,AZN,Nərimanov r.,"2 otaqlı
54 m²
4/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1148,https://bina.az/items/3118827,340 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
165 m²
8/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1149,https://bina.az/items/3333368,263 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
97 m²
5/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1150,https://bina.az/items/3093504,365 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
150 m²
9/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1151,https://bina.az/items/3413411,105 000,AZN,Nərimanov r.,"2 otaqlı
60.3 m²
10/11 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1152,https://bina.az/items/3413396,365 000,AZN,Gənclik m.,"3 otaqlı
151 m²
14/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1153,https://bina.az/items/3405927,240 000,AZN,Nərimanov r.,"3 otaqlı
125 m²
15/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1154,https://bina.az/items/3413382,200 000,AZN,Nərimanov r.,"3 otaqlı
83 m²
13/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1155,https://bina.az/items/3413366,255 000,AZN,Gənclik m.,"2 otaqlı
86 m²
5/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1156,https://bina.az/items/3345288,327 840,AZN,Nəriman Nərimanov m.,"3 otaqlı
136.6 m²
10/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1157,https://bina.az/items/3335178,248 000,AZN,Nərimanov r.,"2 otaqlı
110 m²
11/13 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1158,https://bina.az/items/3413329,247 000,AZN,Gənclik m.,"3 otaqlı
118 m²
16/17 mərtəbə","Bakı, bugün 11:18",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1159,https://bina.az/items/3413300,220 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
92 m²
10/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1160,https://bina.az/items/3413280,260 000,AZN,Nərimanov r.,"3 otaqlı
121 m²
10/20 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1161,https://bina.az/items/3261592,427 500,AZN,Nəriman Nərimanov m.,"4 otaqlı
171 m²
10/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1162,https://bina.az/items/3261625,450 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
180 m²
10/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1163,https://bina.az/items/3372596,190 000,AZN,Nərimanov r.,"3 otaqlı
100 m²
5/15 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1164,https://bina.az/items/3254363,145 000,AZN,Gənclik m.,"2 otaqlı
72 m²
6/6 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1165,https://bina.az/items/3413235,324 500,AZN,Nərimanov r.,"3 otaqlı
125.5 m²
8/9 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1166,https://bina.az/items/3265647,230 000,AZN,Nərimanov r.,"3 otaqlı
145 m²
9/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1167,https://bina.az/items/3413236,230 000,AZN,Nərimanov r.,"3 otaqlı
115 m²
15/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1168,https://bina.az/items/3277682,560 000,AZN,Nərimanov r.,"4 otaqlı
210 m²
9/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1169,https://bina.az/items/3413227,275 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
9/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1170,https://bina.az/items/3340693,325 000,AZN,Nərimanov r.,"3 otaqlı
125.5 m²
8/9 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1171,https://bina.az/items/3237802,365 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
187 m²
11/12 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1172,https://bina.az/items/3385990,262 000,AZN,Nərimanov r.,"3 otaqlı
101.2 m²
11/14 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1173,https://bina.az/items/3413197,146 000,AZN,Nərimanov r.,"2 otaqlı
67 m²
12/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1174,https://bina.az/items/3413201,129 000,AZN,Nərimanov r.,"2 otaqlı
65 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1175,https://bina.az/items/3370837,285 000,AZN,Nərimanov r.,"3 otaqlı
130 m²
11/22 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1176,https://bina.az/items/3355879,149 000,AZN,Nərimanov r.,"2 otaqlı
70 m²
4/21 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1177,https://bina.az/items/3413127,330 000,AZN,Nərimanov r.,"3 otaqlı
139 m²
6/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1178,https://bina.az/items/3336006,178 000,AZN,Nərimanov r.,"2 otaqlı
80 m²
7/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1179,https://bina.az/items/3375958,138 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
75 m²
1/4 mərtəbə","Bakı, dünən 12:10",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1180,https://bina.az/items/3392924,325 000,AZN,Gənclik m.,"3 otaqlı
146 m²
3/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1181,https://bina.az/items/3413081,250 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
93.1 m²
11/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1182,https://bina.az/items/3271260,423 000,AZN,Gənclik m.,"4 otaqlı
180 m²
5/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1183,https://bina.az/items/3344938,463 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
201.5 m²
14/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1184,https://bina.az/items/3267724,254 000,AZN,Gənclik m.,"3 otaqlı
113 m²
9/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1185,https://bina.az/items/3344999,286 000,AZN,Nərimanov r.,"3 otaqlı
157 m²
9/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1186,https://bina.az/items/3412987,162 000,AZN,8 Noyabr m.,"2 otaqlı
90.2 m²
16/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1187,https://bina.az/items/3320697,187 000,AZN,Gənclik m.,"2 otaqlı
80 m²
18/21 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1188,https://bina.az/items/3336070,215 000,AZN,Gənclik m.,"3 otaqlı
115 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1189,https://bina.az/items/3413235,324 500,AZN,Nərimanov r.,"3 otaqlı
125.5 m²
8/9 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1190,https://bina.az/items/3265647,230 000,AZN,Nərimanov r.,"3 otaqlı
145 m²
9/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1191,https://bina.az/items/3413236,230 000,AZN,Nərimanov r.,"3 otaqlı
115 m²
15/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1192,https://bina.az/items/3277682,560 000,AZN,Nərimanov r.,"4 otaqlı
210 m²
9/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1193,https://bina.az/items/3413227,275 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
110 m²
9/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1194,https://bina.az/items/3340693,325 000,AZN,Nərimanov r.,"3 otaqlı
125.5 m²
8/9 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1195,https://bina.az/items/3412973,260 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
90.3 m²
13/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1196,https://bina.az/items/3412966,125 000,AZN,Nərimanov r.,"2 otaqlı
60 m²
2/7 mərtəbə","Bakı, 13 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1197,https://bina.az/items/3412896,217 000,AZN,Gənclik m.,"3 otaqlı
112 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1198,https://bina.az/items/3363946,216 000,AZN,Gənclik m.,"3 otaqlı
112.2 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1199,https://bina.az/items/3344815,255 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
10/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1200,https://bina.az/items/3412867,226 000,AZN,Gənclik m.,"2 otaqlı
96.1 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1201,https://bina.az/items/3254367,320 000,AZN,Gənclik m.,"3 otaqlı
139 m²
8/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1202,https://bina.az/items/3407637,263 400,AZN,Nərimanov r.,"2 otaqlı
150 m²
3/8 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1203,https://bina.az/items/3363875,279 000,AZN,Nərimanov r.,"3 otaqlı
158.1 m²
10/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1204,https://bina.az/items/3411152,280 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
180 m²
10/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1205,https://bina.az/items/3202834,283 000,AZN,Nərimanov r.,"3 otaqlı
157 m²
8/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1206,https://bina.az/items/3412781,115 000,AZN,Nərimanov r.,"2 otaqlı
55 m²
11/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1207,https://bina.az/items/3382187,233 000,AZN,Nərimanov r.,"3 otaqlı
115 m²
13/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1208,https://bina.az/items/3375661,202 000,AZN,Nərimanov r.,"3 otaqlı
96 m²
5/14 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1209,https://bina.az/items/3253964,254 000,AZN,Nərimanov r.,"3 otaqlı
118 m²
9/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1210,https://bina.az/items/3410078,290 000,AZN,Nərimanov r.,"3 otaqlı
168 m²
4/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka var
1211,https://bina.az/items/3412723,225 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
90 m²
12/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1212,https://bina.az/items/3412724,385 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
140 m²
15/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1213,https://bina.az/items/3271791,270 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
152 m²
11/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka yoxdur
1214,https://bina.az/items/3280344,205 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
78 m²
12/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1215,https://bina.az/items/3263250,185 000,AZN,Nərimanov r.,"3 otaqlı
75 m²
19/22 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1216,https://bina.az/items/3252881,306 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
168 m²
12/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış var,İpoteka var
1217,https://bina.az/items/3267079,176 000,AZN,Gənclik m.,"2 otaqlı
85 m²
7/17 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli,Çıxarış yoxdur,İpoteka var
1218,https://bina.az/items/3148604,420 000,AZN,Nəriman Nərimanov m.,"6 otaqlı
284 m²
4/8 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:11,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1219,https://bina.az/items/3338960,287 000,AZN,Nərimanov r.,"3 otaqlı
116.6 m²
16/18 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1220,https://bina.az/items/3360798,145 000,AZN,Nərimanov r.,"2 otaqlı
54 m²
4/16 mərtəbə","Bakı, 12 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1221,https://bina.az/items/3412447,220 000,AZN,28 May m.,"3 otaqlı
98 m²
15/16 mərtəbə","Bakı, dünən 01:01",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1222,https://bina.az/items/3382989,210 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
103 m²
7/16 mərtəbə","Bakı, dünən 00:43",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1223,https://bina.az/items/3412399,210 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
78 m²
11/17 mərtəbə","Bakı, dünən 00:02",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1224,https://bina.az/items/3412396,245 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
130 m²
12/16 mərtəbə","Bakı, dünən 00:01",16/04/2023 23:12,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1225,https://bina.az/items/3412390,375 000,AZN,Nəriman Nərimanov m.,"5 otaqlı
215 m²
6/8 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1226,https://bina.az/items/3409173,175 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
70 m²
17/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1227,https://bina.az/items/3396258,259 900,AZN,Nəriman Nərimanov m.,"2 otaqlı
140 m²
15/16 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1228,https://bina.az/items/3333545,175 000,AZN,Nərimanov r.,"3 otaqlı
85 m²
10/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1229,https://bina.az/items/3412353,214 000,AZN,28 May m.,"3 otaqlı
95 m²
11/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1230,https://bina.az/items/2924320,555 000,AZN,Nərimanov r.,"5 otaqlı
250 m²
19/20 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış var,İpoteka yoxdur
1231,https://bina.az/items/3412333,215 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
90 m²
6/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1232,https://bina.az/items/3228845,284 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
158 m²
8/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1233,https://bina.az/items/3314464,205 000,AZN,28 May m.,"2 otaqlı
65 m²
13/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1234,https://bina.az/items/3026011,248 000,AZN,Nərimanov r.,"3 otaqlı
128 m²
14/20 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1235,https://bina.az/items/3237822,275 000,AZN,Nərimanov r.,"3 otaqlı
136 m²
4/14 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1236,https://bina.az/items/3170064,415 000,AZN,Koroğlu m.,"4 otaqlı
178 m²
7/14 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1237,https://bina.az/items/3412311,225 000,AZN,Nəriman Nərimanov m.,"2 otaqlı
93 m²
12/16 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1238,https://bina.az/items/3412279,365 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
122 m²
4/16 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1239,https://bina.az/items/3412277,139 000,AZN,Nərimanov r.,"2 otaqlı
50 m²
3/15 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1240,https://bina.az/items/3331866,249 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
93 m²
2/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış yoxdur,İpoteka yoxdur
1241,https://bina.az/items/3206122,305 000,AZN,Memar Əcəmi m.,"4 otaqlı
200 m²
10/14 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1242,https://bina.az/items/3407891,319 999,AZN,Nəriman Nərimanov m.,"3 otaqlı
138 m²
2/18 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1243,https://bina.az/items/3407516,474 999,AZN,Nəriman Nərimanov m.,"4 otaqlı
202 m²
6/13 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1244,https://bina.az/items/3412243,110 000,AZN,Nərimanov r.,"2 otaqlı
60 m²
11/18 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1245,https://bina.az/items/3412197,254 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
113 m²
9/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1246,https://bina.az/items/3179484,379 000,AZN,Nəriman Nərimanov m.,"4 otaqlı
161 m²
11/16 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1247,https://bina.az/items/3412157,262 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
100 m²
11/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış yoxdur,İpoteka yoxdur
1248,https://bina.az/items/3016880,1 430 000,AZN,Nərimanov r.,"5 otaqlı
310 m²
3/7 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1249,https://bina.az/items/3374727,260 000,AZN,Gənclik m.,"3 otaqlı
114 m²
9/16 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1250,https://bina.az/items/3355708,298 000,AZN,Nəriman Nərimanov m.,"3 otaqlı
157 m²
9/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli deyil,Çıxarış var,İpoteka var
1251,https://bina.az/items/3412090,324 500,AZN,Nərimanov r.,"3 otaqlı
125.5 m²
8/9 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
1252,https://bina.az/items/3202094,525 000,AZN,Nərimanov r.,"4 otaqlı
264 m²
4/13 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka var
1253,https://bina.az/items/3236795,148 000,AZN,Nərimanov r.,"2 otaqlı
69 m²
5/17 mərtəbə","Bakı, 11 aprel 2023",16/04/2023 23:12,Təmirli,Çıxarış var,İpoteka yoxdur
